Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-03-21 00:00:00-04:00,84.52992242244153,85.4715712779536,84.03432014973744,85.22377014160156,26797200,0.235,0.0
2025-03-24 00:00:00-04:00,85.70946412377447,86.87908586998408,85.59051684775125,86.72048950195312,17900700,0.0,0.0
2025-03-25 00:00:00-04:00,85.9969126663933,86.54207065555084,83.87573544086993,84.0145034790039,27908600,0.0,0.0
2025-03-26 00:00:00-04:00,84.4407200074291,84.80746085963222,83.82617044964528,84.46054077148438,27228800,0.0,0.0
2025-03-27 00:00:00-04:00,84.0343239244923,85.35262784405205,84.0343239244923,84.87684631347656,16782800,0.0,0.0
2025-03-28 00:00:00-04:00,84.67860570743595,85.07508904316434,83.95502305255987,84.40106964111328,14790600,0.0,0.0
2025-03-31 00:00:00-04:00,84.01450405372945,87.42424273700671,83.62793486452736,87.01785278320312,30269300,0.0,0.0
2025-04-01 00:00:00-04:00,86.77005121870576,88.32624213152864,86.60154825237949,88.0487060546875,22080300,0.0,0.0
2025-04-02 00:00:00-04:00,87.42422832592806,89.35708151561646,87.34493771830148,88.97051239013672,19384100,0.0,0.0
2025-04-03 00:00:00-04:00,85.5211317279894,89.0894667776156,85.5211317279894,86.49251556396484,33012900,0.0,0.0
2025-04-04 00:00:00-04:00,84.88675337616844,86.6213612634526,81.92305401762135,82.45830535888672,36209000,0.0,0.0
2025-04-07 00:00:00-04:00,79.53425350467502,85.50130932037968,79.10803523212469,83.09268188476562,36884900,0.0,0.0
2025-04-08 00:00:00-04:00,85.09491356936867,86.20506544603508,80.31730769021318,81.07062530517578,34351700,0.0,0.0
2025-04-09 00:00:00-04:00,82.59707848040362,90.00137781458639,82.2897999219138,88.81192779541016,46632800,0.0,0.0
2025-04-10 00:00:00-04:00,87.94957245059713,91.06195375755823,87.38458622767207,89.81303405761719,34735300,0.0,0.0
2025-04-11 00:00:00-04:00,89.8824236611976,92.52893784059894,89.21831846632884,91.98377990722656,25508100,0.0,0.0
2025-04-14 00:00:00-04:00,92.44964710893656,94.6005667776549,92.08290625713921,93.89681243896484,27742900,0.0,0.0
2025-04-15 00:00:00-04:00,93.98602371374109,95.18538042132246,93.04438233014228,93.14350128173828,21871200,0.0,0.0
2025-04-16 00:00:00-04:00,93.17322950195341,93.47059389762062,89.81304661745132,90.38794708251953,22229100,0.0,0.0
2025-04-17 00:00:00-04:00,91.0223117880299,93.04436989190116,90.81415974881686,92.40008544921875,21393900,0.0,0.0
2025-04-21 00:00:00-04:00,92.20184154779578,93.25252348619405,90.53661764403195,91.59721374511719,18361200,0.0,0.0
2025-04-22 00:00:00-04:00,92.06308042977248,94.4518871431863,92.06308042977248,94.01575469970703,15407800,0.0,0.0
2025-04-23 00:00:00-04:00,94.18424859783741,95.75035352836154,93.33181968211021,94.1247787475586,18046900,0.0,0.0
2025-04-24 00:00:00-04:00,93.87698138347702,95.37370236122179,92.83622115044166,94.99703979492188,13444500,0.0,0.0
2025-04-25 00:00:00-04:00,94.95739343651023,95.62149863174606,93.53005654692504,94.25363159179688,15317200,0.0,0.0
2025-04-28 00:00:00-04:00,94.26355242484462,95.15563804396493,93.51023483955518,94.38249969482422,12950000,0.0,0.0
2025-04-29 00:00:00-04:00,94.005839567932,95.3340576492593,93.58953545560334,95.1952896118164,12679000,0.0,0.0
2025-04-30 00:00:00-04:00,95.09616258057615,96.919975238936,94.09504391360133,96.39463806152344,21639900,0.0,0.0
2025-05-01 00:00:00-04:00,96.1666763846531,97.03894135796251,95.74045806241101,96.55325317382812,13171800,0.0,0.0
2025-05-02 00:00:00-04:00,97.08848776109281,98.34732184077649,96.98936881333047,97.88145446777344,16031400,0.0,0.0
2025-05-05 00:00:00-04:00,98.0697906541213,98.862749838066,97.66339311704522,98.45635986328125,12439100,0.0,0.0
2025-05-06 00:00:00-04:00,97.87153600406008,98.59511865928542,97.54444424704512,97.68321228027344,10626000,0.0,0.0
2025-05-07 00:00:00-04:00,97.68321070316095,98.35723009465518,97.44531616807556,97.96074676513672,11301300,0.0,0.0
2025-05-08 00:00:00-04:00,97.88144877840027,98.456349229213,96.50367506640147,96.57305908203125,14461100,0.0,0.0
2025-05-09 00:00:00-04:00,96.13090392626685,96.578021377415,95.67384834181608,96.1010971069336,13697800,0.235,0.0
2025-05-12 00:00:00-04:00,97.04500862997558,97.34309196459894,95.00813111196301,96.13089752197266,26783900,0.0,0.0
2025-05-13 00:00:00-04:00,95.88249960233729,96.69725214547616,94.62062962696129,95.26646423339844,19746700,0.0,0.0
2025-05-14 00:00:00-04:00,95.4155119050492,96.70719636030653,95.2167947183518,96.21039581298828,25620100,0.0,0.0
2025-05-15 00:00:00-04:00,93.69659680643832,96.10110990686246,91.30201426006488,95.73347473144531,44026100,0.0,0.0
2025-05-16 00:00:00-04:00,95.52480555652689,98.55529182983291,95.38570201420214,97.61136627197266,33746200,0.0,0.0
2025-05-19 00:00:00-04:00,96.03155442287775,97.65112159804056,95.19692549968856,97.49214935302734,20041600,0.0,0.0
2025-05-20 00:00:00-04:00,97.92932574286023,98.18766416132068,95.90237851151879,97.1741943359375,15609600,0.0,0.0
2025-05-21 00:00:00-04:00,96.50846784125463,97.13444135810866,95.36583269130259,95.81295013427734,15742300,0.0,0.0
2025-05-22 00:00:00-04:00,95.92225176158358,96.33956240710789,95.20685775178484,95.31615447998047,13712200,0.0,0.0
2025-05-23 00:00:00-04:00,94.72992490444706,95.92225076862732,94.39210417030291,95.72352600097656,13668600,0.0,0.0
2025-05-27 00:00:00-04:00,96.67738982939014,97.17419037819363,95.96199582622114,96.95559692382812,17180900,0.0,0.0
2025-05-28 00:00:00-04:00,96.89597442475174,97.61136841848196,96.43891883555182,96.61776733398438,11220100,0.0,0.0
2025-05-29 00:00:00-04:00,97.00527559893139,97.14437915069405,96.23026793037516,96.47866821289062,14338000,0.0,0.0
2025-05-30 00:00:00-04:00,96.33956253934902,98.29695793535326,95.98186553395865,98.08830261230469,29980100,0.0,0.0
2025-06-02 00:00:00-04:00,98.20753478760388,99.27069530368657,97.42259654393338,99.13158416748047,16999200,0.0,0.0
2025-06-03 00:00:00-04:00,98.93286039226368,100.24441353001731,97.93925930061472,99.34024047851562,15598600,0.0,0.0
2025-06-04 00:00:00-04:00,99.15145080873592,99.4892715308747,98.68445709707096,98.71426391601562,11115600,0.0,0.0
2025-06-05 00:00:00-04:00,98.66458978283127,98.95272742368468,96.98540154024462,97.33316040039062,15817100,0.0,0.0
2025-06-06 00:00:00-04:00,97.74054840330402,97.92932746807287,96.34950526937851,96.84630584716797,15599300,0.0,0.0
2025-06-09 00:00:00-04:00,96.7767557641104,97.22387325972008,96.15078217356644,96.82643127441406,13655700,0.0,0.0
2025-06-10 00:00:00-04:00,96.6674511757296,97.46232750119346,95.8626367167822,96.69725799560547,17162500,0.0,0.0
2025-06-11 00:00:00-04:00,96.66746010156807,96.66746010156807,94.73987137881318,95.18699645996094,16389600,0.0,0.0
2025-06-12 00:00:00-04:00,94.28281157963494,94.65044673048675,92.83215482472731,94.22319793701172,17845700,0.0,0.0
2025-06-13 00:00:00-04:00,93.91517568872128,94.71005962678434,93.40844456926673,93.835693359375,18694700,0.0,0.0
2025-06-16 00:00:00-04:00,94.14370108891825,95.16710897493488,93.49785887931735,93.6866455078125,14881700,0.0,0.0
2025-06-17 00:00:00-04:00,93.34882062846123,94.21325631739154,93.02093802558923,93.64690399169922,14935600,0.0,0.0
2025-06-18 00:00:00-04:00,93.96485238823881,94.87896354845199,93.48792054171588,94.48152160644531,11333700,0.0,0.0
2025-06-20 00:00:00-04:00,94.63056999708269,95.69372290855958,94.59082504200433,95.50494384765625,20604900,0.0,0.0
2025-06-23 00:00:00-04:00,95.30620969566094,97.30334990355482,95.05780943629115,97.24373626708984,20432400,0.0,0.0
2025-06-24 00:00:00-04:00,97.10464057954128,98.4758073931194,96.62770870753697,97.37290954589844,22403700,0.0,0.0
2025-06-25 00:00:00-04:00,97.68092619058693,97.92932647696769,96.52835280367927,96.63764953613281,11154700,0.0,0.0
2025-06-26 00:00:00-04:00,96.27994477318634,96.71712408726162,95.30621239344119,95.40557098388672,19361400,0.0,0.0
2025-06-27 00:00:00-04:00,95.70365736841309,97.13444537400554,95.5446851347777,96.64757537841797,31431900,0.0,0.0
2025-06-30 00:00:00-04:00,96.60784367605274,97.51201678557753,95.69372485183757,97.1543197631836,17803000,0.0,0.0
2025-07-01 00:00:00-04:00,96.97546219832394,98.55529182983291,96.79661370382432,97.61136627197266,15635800,0.0,0.0
2025-07-02 00:00:00-04:00,97.50207421008717,97.75047448762486,96.43892132544885,96.98540496826172,12502000,0.0,0.0
2025-07-03 00:00:00-04:00,97.0748257058592,97.84984094166605,96.79661860711694,97.73060607910156,7686200,0.0,0.0
2025-07-07 00:00:00-04:00,97.60143557901776,98.71426391601562,96.99533832522808,98.71426391601562,12930900,0.0,0.0
2025-07-08 00:00:00-04:00,98.18766034940498,98.53541921811515,95.89244423534302,96.4687271118164,16875000,0.0,0.0
2025-07-09 00:00:00-04:00,96.52834190407049,96.66744544229067,95.76326486328522,96.19051361083984,13702600,0.0,0.0
2025-07-10 00:00:00-04:00,96.04149108910232,96.16071837589598,94.13377111407644,94.25300598144531,18894800,0.0,0.0
2025-07-11 00:00:00-04:00,94.40204148393211,94.9187107141872,93.62703384826213,93.79594421386719,14595000,0.0,0.0
2025-07-14 00:00:00-04:00,93.90524416825197,95.22672789935199,93.77607117081646,95.1671142578125,13779100,0.0,0.0
2025-07-15 00:00:00-04:00,94.98826500449559,95.1671135082804,94.3324922110012,94.77960968017578,10450800,0.0,0.0
2025-07-16 00:00:00-04:00,94.80941428382398,95.2167943698096,94.0045998258984,94.54114532470703,11181600,0.0,0.0
2025-07-17 00:00:00-04:00,94.47159105381168,95.01806709106815,94.28280442572924,94.48152160644531,11165100,0.0,0.0
2025-07-18 00:00:00-04:00,94.48153272548116,94.8690441604584,93.82575988748404,94.4417953491211,14636300,0.0,0.0
2025-07-21 00:00:00-04:00,94.65044304208203,96.02160983300938,94.49146322718187,95.05781555175781,13450400,0.0,0.0
2025-07-22 00:00:00-04:00,95.22671805621053,96.05140872161215,95.12735947038996,95.23665618896484,9049100,0.0,0.0
2025-07-23 00:00:00-04:00,95.39563919015905,95.67384627201693,94.6802452193391,95.0677490234375,9729700,0.0,0.0
2025-07-24 00:00:00-04:00,94.95845700711527,96.33956193233581,94.73986355180126,95.98186492919922,14991500,0.0,0.0
2025-07-25 00:00:00-04:00,96.2203322675851,97.02515435839517,95.91231833513972,96.84630584716797,12868500,0.0,0.0
2025-07-28 00:00:00-04:00,96.657514782574,97.50207421008717,96.45879759277379,96.98540496826172,12293100,0.0,0.0
2025-07-29 00:00:00-04:00,97.15431439714534,98.08830185742953,96.71712748712724,97.70079803466797,14034300,0.0,0.0
2025-07-30 00:00:00-04:00,97.9790000815586,98.24726902942682,96.66744699965686,96.96552276611328,13864100,0.0,0.0
2025-07-31 00:00:00-04:00,96.81649707964056,97.99887727622563,96.68732408044318,97.35304260253906,15651300,0.0,0.0
2025-08-01 00:00:00-04:00,97.37290171311632,98.19759239390199,97.04501155127514,97.8597640991211,16750400,0.0,0.0
2025-08-04 00:00:00-04:00,97.57162337180401,99.27068789557018,97.57162337180401,98.95272827148438,19050200,0.0,0.0
2025-08-05 00:00:00-04:00,99.03222705789403,99.82711102823781,98.27709562470034,98.67453002929688,17977000,0.0,0.0
2025-08-06 00:00:00-04:00,98.8235700056856,103.02650622844966,98.8235700056856,102.69861602783203,23738400,0.0,0.0
2025-08-07 00:00:00-04:00,102.79796476471529,103.23515165692798,101.45660484974167,102.46014404296875,12509500,0.0,0.0
2025-08-08 00:00:00-04:00,102.70854902820643,104.04990900482552,102.4899555720541,103.06624603271484,12394700,0.0,0.0
2025-08-11 00:00:00-04:00,103.2351544229671,103.6624031934658,102.45020865481486,103.26496124267578,12856700,0.0,0.0
2025-08-12 00:00:00-04:00,103.58292095801691,103.64253460184895,102.7085546659875,102.95695495605469,17915300,0.0,0.0
2025-08-13 00:00:00-04:00,101.49635380196064,102.15212658555032,100.20466934073806,100.3437728881836,19398500,0.0,0.0
2025-08-14 00:00:00-04:00,100.57230126166408,100.79089470939823,100.07550072793175,100.20466613769531,10858400,0.0,0.0
2025-08-15 00:00:00-04:00,100.21960633291746,100.35903477473767,99.13405523613444,99.59217834472656,13604900,0.235,0.0
2025-08-18 00:00:00-04:00,99.59217968095948,100.468588126771,99.51250411362743,100.28932189941406,11656100,0.0,0.0
2025-08-19 00:00:00-04:00,100.5482589769117,102.01226516526324,100.38891544800347,100.87691497802734,16999000,0.0,0.0
2025-08-20 00:00:00-04:00,100.73749569087158,102.2313784516904,100.51839167022659,102.15170288085938,18655000,0.0,0.0
2025-08-21 00:00:00-04:00,99.00458456202102,99.04441474543302,96.55461037678684,97.56049346923828,51825100,0.0,0.0
2025-08-22 00:00:00-04:00,97.67004520611938,98.64605185924171,96.36539015191416,96.43510437011719,32695200,0.0,0.0
2025-08-25 00:00:00-04:00,96.60440727577564,97.18204369956845,95.6781997680664,95.6781997680664,18956100,0.0,0.0
2025-08-26 00:00:00-04:00,95.8873524432786,96.07658002216513,95.03085906280769,95.65829467773438,22270400,0.0,0.0
2025-08-27 00:00:00-04:00,95.50890515313137,95.92719049874174,95.21012556439221,95.68817138671875,12925700,0.0,0.0
2025-08-28 00:00:00-04:00,95.60849608607539,96.17617122765523,95.30971649649416,95.71804809570312,19241600,0.0,0.0
2025-08-29 00:00:00-04:00,95.70807953349305,96.63428707342247,95.40930756471971,96.5844955444336,15600300,0.0,0.0
2025-09-02 00:00:00-04:00,96.8334839440359,97.4509506225586,96.1164190027883,97.4509506225586,15351300,0.0,0.0
2025-09-03 00:00:00-04:00,97.45094993732495,99.03446960449219,97.10237881508078,99.03446960449219,18995900,0.0,0.0
2025-09-04 00:00:00-04:00,99.50254995551289,100.9366721701657,99.24360816189323,100.51838684082031,15640900,0.0,0.0
2025-09-05 00:00:00-04:00,100.66778042495409,101.066150676709,99.14402124040107,100.10010528564453,13748500,0.0,0.0
2025-09-08 00:00:00-04:00,100.43870846443772,101.94255245686425,100.01046180162541,101.86287689208984,13685700,0.0,0.0
2025-09-09 00:00:00-04:00,101.58402265025428,102.07202220017331,101.13586088375645,101.87284088134766,11819700,0.0,0.0
2025-09-10 00:00:00-04:00,101.53421630216371,102.0321771621023,99.98058085060487,100.00050354003906,17934900,0.0,0.0
2025-09-11 00:00:00-04:00,100.5781352686217,102.36083611049838,99.87103173887395,102.23136901855469,15900800,0.0,0.0
2025-09-12 00:00:00-04:00,102.12182469467152,103.55595455197796,101.94255846250822,103.06794738769531,11641900,0.0,0.0
2025-09-15 00:00:00-04:00,103.22729783564972,103.55595385879592,102.98827872712543,103.26713562011719,10756900,0.0,0.0
2025-09-16 00:00:00-04:00,103.42647665527352,103.78500910851847,102.70941174878364,102.99822998046875,14481900,0.0,0.0
2025-09-17 00:00:00-04:00,103.3069660238907,105.67725704325726,103.3069660238907,103.84475708007812,25382000,0.0,0.0
2025-09-18 00:00:00-04:00,103.3567640932704,104.21325745663232,101.70353784190047,103.17749786376953,14869400,0.0,0.0
2025-09-19 00:00:00-04:00,103.38664161692924,103.51611631632127,101.67365487222631,101.91268157958984,34791600,0.0,0.0
2025-09-22 00:00:00-04:00,102.03217913374175,102.77912043808328,101.50434182773185,102.40067291259766,12861900,0.0,0.0
2025-09-23 00:00:00-04:00,101.99235378727869,102.26124932634988,100.91675643443342,102.10189819335938,13158700,0.0,0.0
2025-09-24 00:00:00-04:00,102.61978374327255,103.04803042353855,102.06206996368162,102.31105041503906,11391800,0.0,0.0
2025-09-25 00:00:00-04:00,102.79905036738508,103.0878686038637,102.16166101732209,102.62974548339844,13366700,0.0,0.0
2025-09-26 00:00:00-04:00,102.4604314744798,103.06794437693802,102.05210748987363,102.73929595947266,11859300,0.0,0.0
2025-09-29 00:00:00-04:00,102.62974575375122,102.88867995407863,101.66370038050083,102.65962219238281,15477200,0.0,0.0
2025-09-30 00:00:00-04:00,102.57994133968202,103.51611022607631,102.30108446244459,102.63969421386719,13873400,0.0,0.0
